Coin Name,Symbol,Launch Date,Token Address,Current Price (USD),Market Cap (USD),Trading Volume (24h),Circulating Supply,Total Supply,Price Change (24h),All-Time High (Price),All-Time Low (Price),Number of Holders,Transactions Count,Token Liquidity (USD),Returns (%)
FlokiSol,$SOLDOG,2023-02-12,addr19,0.0095,135077,7946,162547506,205851840,-1.15,0.0186,0.0012,3801,29125,92961,1450.0
MemeFlare,$PUGINU,2023-07-10,addr13,0.007,491836,10518,105495671,197217625,16.7,0.0084,0.0055,12796,8201,38554,52.73
GiggleToken,$SHIBALIGHT,2023-01-18,addr152,0.0025,68039,5491,83919424,113815990,9.48,0.004,0.0058,11909,36086,19251,-31.03
ChadCoin,$PEPEMOON,2022-11-20,addr895,0.0067,327747,45912,137583279,177120152,14.48,0.0153,0.0023,11161,48331,25738,565.22
LOLToken,$MOONPUG,2023-07-10,addr80,0.0006,86218,32453,148728038,166553167,11.48,0.0178,0.0038,8837,30227,40026,368.42
PepeMoon,$WOOFSOL,2022-12-15,addr897,0.0076,362602,11162,75680211,191471618,19.25,0.0192,0.0015,12339,42448,42571,1180.0
MeowInu,$SWOLEDOGE,2023-01-18,addr576,0.0062,360587,41297,187154782,199466184,2.02,0.0036,0.009,13107,25577,10228,-60.0
MeowInu,$INUSPARK,2022-12-15,addr910,0.0087,440885,27664,65847796,210185549,9.07,0.0174,0.0056,7365,28132,19764,210.71
ShibaSol,$SWOLEDOGE,2023-03-14,addr6,0.0091,159541,39624,158140978,192226473,-2.64,0.001,0.0059,10594,13512,73187,-83.05
InuSpark,$GIGGLE,2022-06-25,addr496,0.0055,311568,22547,176816857,291225459,7.55,0.007,0.0086,6243,19520,19010,-18.6
DogeSun,$INUSPARK,2023-01-05,addr908,0.0015,466596,42325,67283227,213180208,1.73,0.0093,0.0063,10962,8900,75787,47.62
InuSpark,$SHIBA,2023-07-10,addr656,0.0049,84906,18811,138932277,114814745,12.2,0.0051,0.0093,10492,31237,69233,-45.16
MoonWag,$FLOKI,2022-08-15,addr312,0.0032,124138,20503,166424641,77433550,-2.45,0.002,0.0067,6449,19200,95561,-70.15
JokeSol,$CHEEMS,2023-02-12,addr800,0.0013,484732,34872,77112488,227750786,-5.3,0.0188,0.0088,5543,5137,32697,113.64
ChadCoin,$SHIBALIGHT,2022-09-10,addr872,0.004,291496,28145,187450332,263078060,8.86,0.0161,0.0011,14981,36030,33531,1363.64
PepeMoon,$MEOW,2022-09-10,addr939,0.0042,218442,36729,155152815,64191226,-6.86,0.0128,0.0012,12049,22633,53575,966.67
PugInu,$LOL,2023-07-10,addr458,0.0008,400294,25179,192698571,111308456,14.8,0.0113,0.0034,10268,6113,14885,232.35
LOLToken,$CHAD,2022-08-15,addr747,0.0003,349200,37576,69408178,261854685,17.9,0.0107,0.0045,4223,38581,61237,137.78
MeowInu,$SHIBALIGHT,2022-06-25,addr717,0.003,189425,7447,70365347,222823717,-7.13,0.0069,0.0069,13255,5452,53440,0.0
SolDog,$SHIBA,2022-09-10,addr542,0.0024,82970,10131,74639760,50461991,-2.93,0.0115,0.0016,6974,18479,38429,618.75
WoofSol,$FLOKI,2023-05-20,addr883,0.0031,253861,37109,195090182,128265307,-3.8,0.0048,0.0094,6796,31668,95227,-48.94
ChadCoin,$CHAD,2023-02-12,addr657,0.0037,181819,36339,51352196,149895155,12.07,0.0086,0.0039,11726,28277,38333,120.51
MeowInu,$PEPE,2023-03-30,addr326,0.0016,68730,36963,93785629,136340685,6.41,0.0143,0.0063,14573,47294,81569,126.98
JokeSol,$SOLDOG,2022-06-25,addr722,0.0049,80258,44371,108699637,178939031,16.0,0.009,0.0077,8980,44050,39916,16.88
SolCheems,$CHEEMS,2021-04-05,addr127,0.0019,323024,38704,146376523,142445469,-8.19,0.0175,0.0051,7536,29067,66009,243.14
SwoleDoge,$SWOLEDOGE,2023-05-20,addr147,0.0096,352297,36260,111171879,81395420,17.34,0.0096,0.0058,4431,32826,12147,65.52
GiggleToken,$SOLDOG,2022-06-25,addr828,0.0003,467488,41754,183195828,194984738,8.9,0.0176,0.0043,3298,23616,80099,309.3
FlokiSol,$MEOW,2023-09-05,addr312,0.0014,222140,13697,190272385,241166432,6.83,0.0024,0.0007,10573,45235,10001,242.86
WoofSol,$MOONWAG,2023-08-01,addr853,0.0051,195330,6673,161961760,95726549,11.39,0.0076,0.0006,14118,7208,26184,1166.67
ShibaLight,$WOOFSOL,2023-03-14,addr58,0.0069,487081,7948,192920032,202723283,14.96,0.0026,0.004,13137,49255,93768,-35.0
PepeSol,$DOGESUN,2023-08-01,addr721,0.0002,436044,42900,50185058,162914477,3.42,0.0026,0.0016,6058,49834,12257,62.5
PugInu,$SHIBALIGHT,2023-05-20,addr876,0.0063,113117,5030,156856067,244290988,10.14,0.0171,0.0078,5408,40698,16922,119.23
ShibaSol,$SHIBALIGHT,2023-07-10,addr756,0.0012,124301,24424,98714530,279551526,18.79,0.003,0.0076,10449,34931,59276,-60.53
JokeSol,$SOLDOG,2022-11-20,addr7,0.0015,487673,39051,116303673,110424011,-4.1,0.0134,0.0012,11735,18496,94232,1016.67
MemeFlare,$WOOFSOL,2022-04-22,addr960,0.0006,436045,41837,85213570,256070042,3.6,0.0028,0.0059,12710,31897,65118,-52.54
FlokiSol,$MOONPUG,2023-06-15,addr304,0.0003,457563,16568,80645327,217555362,0.09,0.005,0.0068,5225,16606,42622,-26.47
SolDog,$PEPEMOON,2023-03-14,addr987,0.0007,433689,46619,173786276,180420928,4.99,0.0089,0.0076,13812,22327,33345,17.11
ShibaLight,$PUGINU,2022-12-15,addr485,0.0085,420960,23967,90624526,258657998,13.76,0.0079,0.0062,9341,40082,47108,27.42
MemeFlare,$JOKESOL,2023-08-20,addr52,0.0045,315374,16354,148576646,60268463,17.7,0.0139,0.0058,10091,43953,64939,139.66
MoonPug,$FLOKI,2023-09-05,addr102,0.0017,483333,13055,68810795,274478240,-5.59,0.0025,0.0086,7329,49311,94898,-70.93
GiggleToken,$SHIBALIGHT,2023-02-12,addr634,0.0012,184147,33857,106500329,102581700,8.06,0.0169,0.0079,12302,31470,25364,113.92
MoonPug,$CHAD,2023-01-05,addr983,0.0028,132650,40377,193207164,281222650,15.0,0.0116,0.008,8955,42377,41539,45.0
JokeSol,$CHAD,2023-04-10,addr86,0.0044,84387,8083,113321478,286271122,10.78,0.0164,0.0065,10139,39062,50990,152.31
PepeSol,$LOL,2023-09-05,addr987,0.0012,267424,21367,193624818,267582155,-9.36,0.0161,0.0001,11385,46300,73511,16000.0
SwoleDoge,$CHAD,2023-01-05,addr398,0.0024,219015,30786,108208051,98057387,2.39,0.0134,0.002,12587,48801,40956,570.0
PepeSol,$FLOKI,2023-02-12,addr351,0.0041,298157,16019,115764342,237530418,-6.42,0.0087,0.0073,8093,9901,73223,19.18
MeowInu,$LOL,2023-02-12,addr145,0.0077,237156,43172,173778642,97572024,16.61,0.0048,0.0019,4331,48464,91557,152.63
WoofSol,$FLOKI,2022-11-20,addr91,0.0023,358011,26318,115700820,51898465,16.57,0.0021,0.0043,4141,37057,78518,-51.16
SolCheems,$MOONPUG,2023-09-05,addr47,0.0003,407107,30634,193481979,290407123,11.19,0.0093,0.0085,8188,34754,76493,9.41
ChadCoin,$WOOFSOL,2023-06-15,addr76,0.0081,178450,9807,165899567,132978481,11.7,0.0094,0.006,3863,5417,92579,56.67
MoonWag,$FLOKI,2022-04-22,addr652,0.0054,210980,28571,102796885,220621716,5.46,0.0039,0.0047,4208,29000,91675,-17.02
PepeMoon,$SHIBALIGHT,2023-09-05,addr575,0.0079,285949,46580,102821531,108348448,4.7,0.0069,0.0093,7825,11735,18019,-25.81
SolCheems,$GIGGLE,2023-02-12,addr773,0.0091,74371,12599,73653721,283010559,17.72,0.0146,0.0072,10862,40653,38534,102.78
WoofSol,$MOONPUG,2021-04-05,addr522,0.0082,113118,45720,123604052,122785741,-9.81,0.0151,0.003,12435,13716,83431,403.33
MemeFlare,$CHEEMS,2022-12-25,addr888,0.0098,209864,9657,89451109,265510603,-7.05,0.0011,0.0036,8173,17477,36531,-69.44
FlokiSol,$PUGINU,2022-11-20,addr46,0.0065,484579,14485,140134225,298038753,-7.35,0.0146,0.0035,7451,29407,56757,317.14
MeowInu,$LOL,2023-08-01,addr136,0.0049,440976,20112,90597958,202392728,5.32,0.0154,0.0001,5334,22451,72352,15300.0
MoonPug,$CHEEMS,2023-05-20,addr509,0.01,159263,36749,192919339,232359404,8.06,0.0077,0.0038,8178,26984,81148,102.63
PugInu,$PEPE,2021-04-05,addr745,0.0094,462814,15277,93175972,171891305,16.29,0.0166,0.0022,4342,46404,20729,654.55
FlokiSol,$PEPEMOON,2023-03-30,addr264,0.0044,356108,44760,165437399,120736088,-4.1,0.0105,0.0076,7496,48168,43301,38.16
SolDog,$MOONPUG,2023-04-10,addr537,0.0064,402764,19273,96240042,268089724,-7.78,0.004,0.0096,5763,7463,44248,-58.33
JokeSol,$JOKESOL,2023-06-15,addr262,0.0082,442585,42818,130875339,215355984,3.16,0.0115,0.001,13987,27487,18593,1050.0
SwoleDoge,$MOONPUG,2022-12-15,addr637,0.0038,179736,34756,145347390,61248637,11.52,0.0123,0.0068,10812,31719,98497,80.88
DogeSun,$MOONWAG,2022-08-15,addr397,0.0005,360322,23571,140074572,65409092,-1.74,0.0056,0.0006,10162,20184,74741,833.33
ShibaSol,$MOONPUG,2023-08-01,addr684,0.0031,372606,24478,81336745,264372754,3.04,0.0032,0.0086,7745,12093,35732,-62.79
MoonPug,$CHEEMS,2022-12-25,addr802,0.0082,459667,34674,189167187,204367705,14.55,0.0159,0.0071,14916,14605,21625,123.94
SolCheems,$MEMEFLARE,2021-04-05,addr759,0.0057,287886,27703,75565380,280222896,-3.91,0.0175,0.004,10297,46932,12246,337.5
MoonPug,$JOKESOL,2023-01-05,addr184,0.0084,224968,8572,80065473,239042720,-7.66,0.0054,0.0032,9838,18293,10573,68.75
FlokiSol,$SHIBALIGHT,2023-03-30,addr242,0.0083,233202,47613,57972369,279037169,17.36,0.0084,0.0037,10141,33457,71727,127.03
DogeSun,$MEOW,2023-01-05,addr812,0.0084,266807,10016,172509652,97103566,19.53,0.0087,0.0051,8933,15028,45754,70.59
MeowInu,$SOLDOG,2022-06-25,addr842,0.0098,185306,9758,182814988,199043225,14.6,0.0118,0.0097,14328,9268,80943,21.65
PepeSol,$GIGGLE,2023-04-10,addr361,0.005,222667,19459,98249742,284554694,-6.7,0.0107,0.0092,12581,17994,62704,16.3
SwoleDoge,$CHAD,2022-12-25,addr303,0.0056,370627,35849,120823944,267846049,14.04,0.0067,0.0071,10037,48135,16251,-5.63
ShibaLight,$SOLDOG,2022-09-10,addr877,0.0029,256167,5681,153794850,187679794,-7.13,0.0029,0.0046,8652,41903,43418,-36.96
ShibaSol,$MOONWAG,2022-04-22,addr693,0.0031,484070,15035,141794004,249821965,19.41,0.0126,0.0049,11613,25936,54008,157.14
PepeMoon,$CHEEMS,2023-09-05,addr387,0.0095,158591,31983,116100529,269021552,-9.23,0.0084,0.0012,3354,9325,32658,600.0
ShibaSol,$MOONPUG,2023-09-05,addr864,0.0084,250501,28592,83432504,104887931,7.22,0.009,0.0096,9954,36297,39587,-6.25
ShibaSol,$CHEEMS,2023-09-05,addr435,0.0067,246608,29106,141627288,211632153,14.22,0.0071,0.0083,9399,13343,63224,-14.46
DogeSun,$WOOFSOL,2022-06-25,addr628,0.0071,417210,7044,101352375,237758751,1.34,0.0042,0.0067,12296,28786,97322,-37.31
ChadCoin,$LOL,2022-12-25,addr37,0.009,463379,22387,123010501,93066298,6.28,0.0187,0.0079,10918,25060,37191,136.71
MemeFlare,$SOLDOG,2023-01-18,addr389,0.0066,119981,29146,101139182,233740487,10.96,0.0118,0.0037,12721,35176,26806,218.92
MoonPug,$WOOFSOL,2022-12-15,addr482,0.0027,274908,14956,101216293,50752562,18.0,0.013,0.0011,9784,30179,47691,1081.82
JokeSol,$FLOKI,2023-08-01,addr941,0.0037,200971,26577,92538299,186656015,3.09,0.0035,0.0086,9024,44748,84348,-59.3
GiggleToken,$SHIBA,2021-04-05,addr516,0.0057,354886,9061,112056749,82176332,14.85,0.0156,0.0034,12788,16927,74118,358.82
ChadCoin,$CHAD,2023-08-20,addr180,0.0028,171725,29062,102635105,280007337,-6.24,0.0184,0.0041,13820,8952,87798,348.78
SwoleDoge,$GIGGLE,2022-06-25,addr462,0.0087,141887,34122,145835789,248559160,18.31,0.0181,0.0074,11375,5683,40091,144.59
GiggleToken,$MEOW,2023-08-20,addr230,0.0086,178051,8527,104038827,276931147,-8.68,0.0111,0.0092,8101,21178,74432,20.65
InuSpark,$WOOFSOL,2023-06-15,addr80,0.0091,52461,31301,66507796,116371444,11.91,0.0089,0.0007,3537,22625,99722,1171.43
MemeFlare,$JOKESOL,2023-08-20,addr897,0.0055,428337,10691,199129184,205552617,6.88,0.0069,0.001,12851,25105,90634,590.0
InuSpark,$WOOFSOL,2022-08-15,addr167,0.0076,331750,26745,137151930,250612082,-9.33,0.0175,0.0099,3663,41436,50565,76.77
ChadCoin,$CHEEMS,2022-08-15,addr535,0.0079,193070,36991,86663427,150926697,6.33,0.0089,0.0077,6906,21383,52314,15.58
MoonPug,$DOGESUN,2023-09-05,addr234,0.0029,359544,31284,180833273,84289504,-8.11,0.0107,0.0094,7133,25965,94802,13.83
DogeSun,$SHIBALIGHT,2023-01-05,addr572,0.0098,279138,30075,85406200,175348718,-3.03,0.0144,0.0024,3579,32742,25950,500.0
LOLToken,$MEOW,2023-01-05,addr454,0.0029,221563,20120,90922021,291357620,18.53,0.0133,0.0025,5134,40814,13605,432.0
MoonWag,$DOGESUN,2023-04-10,addr261,0.0084,102357,15803,155214299,82490294,19.62,0.0124,0.0017,11268,45158,89141,629.41
SolDog,$SHIBALIGHT,2022-08-15,addr753,0.0048,413342,15507,125939114,299939592,18.97,0.016,0.0047,5100,33965,16749,240.43
MoonPug,$CHEEMS,2023-08-01,addr62,0.0099,446358,24719,56340322,178275361,3.18,0.0039,0.0025,11769,10033,73895,56.0
PepeMoon,$JOKESOL,2022-06-25,addr864,0.0055,463457,25349,56414987,276434407,6.24,0.013,0.0093,11196,19852,28679,39.78
SolDog,$LOL,2023-08-20,addr176,0.0038,231181,47419,148756907,271503059,7.9,0.0199,0.0024,9983,9533,86026,729.17
SolCheems,$FLOKI,2022-12-25,addr346,0.006,87440,48255,52823896,165793581,-3.37,0.0123,0.0018,5224,18190,99084,583.33
ShibaSol,$SHIBA,2022-09-10,addr659,0.0007,71869,20251,112852465,299107903,18.9,0.0043,0.0042,10969,29830,59805,2.38
GiggleToken,$SWOLEDOGE,2023-01-18,addr708,0.0089,58894,9245,84492502,134404693,-6.69,0.0148,0.0039,8747,37776,51628,279.49
FlokiSol,$SHIBALIGHT,2023-09-05,addr198,0.0068,110659,14574,138648778,219494973,-4.93,0.006,0.0091,11475,9819,22236,-34.07
PepeSol,$FLOKI,2023-07-10,addr554,0.007,358987,5687,167312875,232937621,-2.5,0.002,0.0099,7809,27603,43929,-79.8
SolCheems,$WOOFSOL,2022-04-22,addr538,0.007,423240,29149,147771525,223726699,9.8,0.0111,0.0044,12792,9807,53005,152.27
JokeSol,$SOLDOG,2023-09-05,addr704,0.009,437352,35954,96070095,204964338,14.41,0.0114,0.0033,11532,18663,84546,245.45
MemeFlare,$CHAD,2022-09-10,addr562,0.0081,282948,21571,140348182,193566436,13.69,0.0192,0.0034,3670,25935,68508,464.71
MoonPug,$LOL,2023-05-20,addr352,0.0008,389156,29205,129972534,213884640,17.8,0.018,0.0066,14859,23400,61514,172.73
ShibaLight,$MOONPUG,2023-03-14,addr981,0.002,88677,25191,117143201,73913680,13.15,0.0134,0.0049,5886,12243,36553,173.47
ShibaSol,$MOONPUG,2023-08-20,addr664,0.0069,452450,22271,150011742,220126841,1.88,0.0168,0.0001,5301,22079,57514,16700.0
MemeFlare,$MEMEFLARE,2023-06-15,addr344,0.0098,317943,7471,122480383,71393387,10.87,0.0027,0.0084,3561,37332,92245,-67.86
JokeSol,$INUSPARK,2022-12-25,addr180,0.0063,413955,8588,146011244,193269299,9.0,0.0063,0.0071,10599,7300,74540,-11.27
InuSpark,$WOOFSOL,2023-02-12,addr154,0.0073,238158,19544,161188253,63022769,4.26,0.0067,0.0082,12655,46676,56360,-18.29
PugInu,$MEMEFLARE,2022-09-10,addr279,0.0086,481875,27187,176485405,150827545,9.06,0.0175,0.0005,8221,44765,13930,3400.0
SolDog,$GIGGLE,2022-04-22,addr960,0.0043,298274,24300,189434817,107463008,-3.43,0.0195,0.0093,12196,33645,15085,109.68
MoonWag,$MEMEFLARE,2022-11-20,addr143,0.0038,477236,24522,137599007,125951103,-2.47,0.0139,0.0037,12418,25421,56866,275.68
PepeSol,$SOLDOG,2023-05-20,addr926,0.0015,108643,7715,97961051,129980008,-0.47,0.0032,0.0089,14840,42361,88690,-64.04
FlokiSol,$MOONWAG,2022-06-25,addr880,0.0062,490110,19064,56854800,85214949,-2.57,0.0172,0.0082,5649,22498,37098,109.76
PepeSol,$PUGINU,2023-03-14,addr637,0.0044,106069,8643,141420603,76185215,-6.2,0.0097,0.0043,7248,18031,12144,125.58
MoonPug,$PEPEMOON,2023-09-05,addr987,0.0061,427084,35222,173028855,120492858,16.98,0.0161,0.0043,12727,33060,77362,274.42
MemeFlare,$PEPEMOON,2023-08-01,addr312,0.0098,437365,20519,180391379,53962212,-5.98,0.016,0.0032,14449,35346,43467,400.0
ChadCoin,$SOLDOG,2021-04-05,addr154,0.0002,301206,11310,147074140,214447810,6.33,0.0068,0.0026,6271,24316,41963,161.54
ChadCoin,$PEPEMOON,2023-08-01,addr926,0.0064,129903,18762,119711185,156872677,18.43,0.0148,0.0018,5154,12404,67962,722.22
SolCheems,$GIGGLE,2023-02-12,addr961,0.0074,175138,6100,113066036,72725165,5.49,0.0171,0.0014,11533,47920,85231,1121.43
MoonWag,$PEPEMOON,2023-02-12,addr524,0.0095,343494,27293,93912727,283845675,3.06,0.0137,0.0099,10347,34725,65241,38.38
FlokiSol,$LOL,2023-04-10,addr790,0.007,272841,20698,91494629,280286203,3.69,0.0156,0.0026,5865,25357,42921,500.0
MeowInu,$GIGGLE,2022-04-22,addr378,0.0015,52073,37681,75962958,175871634,16.26,0.0032,0.0079,10690,13264,44036,-59.49
MeowInu,$MOONWAG,2022-06-25,addr568,0.0037,82936,45602,157115582,130685323,4.34,0.0089,0.0056,6658,43025,56483,58.93
MeowInu,$MEMEFLARE,2021-04-05,addr609,0.0014,439362,47683,153639415,110887590,-6.81,0.0189,0.0054,4636,29731,50591,250.0
DogeSun,$MOONPUG,2023-04-10,addr886,0.0054,351172,19503,177783034,203534263,3.12,0.0022,0.0093,6937,13301,62763,-76.34
SolCheems,$PUGINU,2022-06-25,addr562,0.0043,329952,35758,95509757,82587013,10.58,0.004,0.006,6974,15174,24172,-33.33
PugInu,$PUGINU,2022-11-20,addr420,0.0075,370388,10954,61827606,278067474,-1.42,0.0109,0.0099,6425,23623,20702,10.1
DogeSun,$MOONPUG,2023-03-30,addr54,0.0013,327365,33916,125048325,242273569,8.92,0.003,0.0095,4430,48019,35624,-68.42
SolDog,$WOOFSOL,2023-02-12,addr931,0.0095,348489,23366,102800582,55063254,13.62,0.006,0.0031,9945,35214,72990,93.55
SwoleDoge,$JOKESOL,2023-03-14,addr936,0.006,244516,14032,190117281,271729167,-7.81,0.0015,0.006,6818,48283,65518,-75.0
InuSpark,$SHIBA,2023-05-20,addr971,0.008,50808,37449,176306307,279417234,3.29,0.0198,0.0013,3019,24398,71011,1423.08
MeowInu,$SWOLEDOGE,2023-05-20,addr297,0.0079,385486,38824,168619214,161884421,17.66,0.0135,0.0006,3848,45584,81778,2150.0
ShibaSol,$WOOFSOL,2022-04-22,addr402,0.0053,53471,29242,108278483,135640066,-2.75,0.0026,0.0091,12467,38503,83004,-71.43
WoofSol,$MEOW,2023-03-30,addr904,0.0011,316332,31997,152203848,153354582,1.64,0.0104,0.008,8224,27538,18267,30.0
SolDog,$MOONPUG,2023-01-18,addr771,0.0069,394961,27827,80292767,82045995,0.76,0.0022,0.0081,13603,19154,79885,-72.84
FlokiSol,$PUGINU,2023-02-12,addr822,0.0089,281105,43295,54082038,101011523,15.71,0.0182,0.0061,14586,19487,73992,198.36
LOLToken,$PEPEMOON,2021-04-05,addr570,0.0069,345560,16707,187572366,129679463,-9.84,0.0102,0.0083,9440,43207,92714,22.89
JokeSol,$SOLDOG,2022-12-25,addr992,0.0059,134685,5564,89084632,74736633,15.3,0.007,0.0089,14133,43757,30335,-21.35
MoonWag,$PUGINU,2023-03-30,addr407,0.001,81984,24628,182126579,126964681,11.32,0.0016,0.0026,6188,49414,95428,-38.46
SwoleDoge,$PUGINU,2022-04-22,addr961,0.0095,418058,38116,69080858,150105257,2.2,0.0058,0.0023,3552,48265,76482,152.17
MeowInu,$PEPE,2023-08-01,addr882,0.0069,335166,11204,82191371,132208239,-7.21,0.0055,0.0046,7481,15738,77235,19.57
LOLToken,$DOGESUN,2022-06-25,addr227,0.0086,98665,14312,72999952,113680087,-9.81,0.0043,0.0069,9633,44354,32419,-37.68
SolCheems,$MEMEFLARE,2023-02-12,addr397,0.0045,274754,45259,60542598,56951575,18.15,0.0146,0.0095,4403,23804,15199,53.68
PepeMoon,$SHIBA,2022-04-22,addr696,0.0052,208056,5648,85442931,129003404,19.03,0.0035,0.0047,6432,21711,40235,-25.53
PepeMoon,$SWOLEDOGE,2023-07-10,addr606,0.0002,245295,16668,147218051,247632224,16.71,0.0128,0.0095,10793,36785,79834,34.74
LOLToken,$FLOKI,2021-04-05,addr50,0.0068,456804,48094,65968665,246281227,-2.72,0.0177,0.0026,11567,9645,86820,580.77
SolDog,$CHAD,2023-08-20,addr241,0.004,94949,45923,89996748,57466478,8.43,0.0048,0.0049,10212,7533,95943,-2.04
MoonPug,$INUSPARK,2023-04-10,addr586,0.0012,274323,14998,173994919,293335380,-5.34,0.0059,0.0024,4447,42575,66563,145.83
SwoleDoge,$FLOKI,2023-04-10,addr422,0.0042,270951,39040,134977567,94126101,-3.62,0.0015,0.0077,3119,45433,44790,-80.52
InuSpark,$MEOW,2023-03-14,addr68,0.0024,249856,22033,107114575,170801113,14.09,0.0043,0.0056,5529,9371,44362,-23.21
PepeSol,$PEPE,2023-08-01,addr982,0.0021,299572,5574,155990053,87469218,16.1,0.0175,0.0006,6464,34400,22784,2816.67
PugInu,$MEOW,2023-04-10,addr851,0.0016,395389,30948,156477816,178309091,-4.74,0.0157,0.0005,11364,44877,88459,3040.0
PepeSol,$FLOKI,2023-03-14,addr549,0.0014,194739,31614,102263602,212400571,8.14,0.0097,0.0023,3021,39590,45691,321.74
DogeSun,$MEOW,2023-06-15,addr693,0.0031,306796,11419,168978448,152626844,3.7,0.0047,0.0043,14626,43825,84562,9.3
MoonPug,$PEPE,2021-04-05,addr122,0.0091,421029,15608,125166175,153626474,12.25,0.0148,0.0024,4791,11678,42984,516.67
DogeSun,$DOGESUN,2023-04-10,addr993,0.0065,346173,32276,181018088,149026062,1.24,0.009,0.0059,6827,41018,25590,52.54
ShibaSol,$SWOLEDOGE,2023-04-10,addr646,0.0029,247847,14785,179843892,179396068,16.57,0.0157,0.01,8669,24716,26917,57.0
GiggleToken,$MOONWAG,2022-12-15,addr543,0.0071,77655,19337,72619182,69271702,-1.03,0.0136,0.0005,7236,19907,71547,2620.0
ChadCoin,$CHAD,2023-03-30,addr589,0.0031,484070,47063,189553018,190136016,17.58,0.0077,0.0032,13712,46109,77508,140.62
FlokiSol,$MOONWAG,2023-03-14,addr615,0.0093,405174,46882,73600017,161682282,-9.61,0.0098,0.0001,3334,28183,97052,9700.0
ShibaSol,$PUGINU,2022-12-25,addr302,0.0075,293131,29222,188869965,266820120,11.32,0.0146,0.0065,6986,12213,87016,124.62
ShibaSol,$SHIBALIGHT,2022-08-15,addr141,0.0023,408150,30759,176272626,149634990,-5.3,0.0158,0.0099,7812,25492,80171,59.6
DogeSun,$SHIBALIGHT,2023-08-01,addr564,0.0091,50367,6258,117517364,269049402,-4.42,0.0153,0.0067,12704,6635,80522,128.36
ShibaSol,$PEPE,2023-04-10,addr136,0.0054,133578,8786,52617425,111904543,5.0,0.0128,0.0082,3044,17558,65131,56.1
SolDog,$SHIBA,2023-07-10,addr116,0.0095,410048,42648,125726488,279633345,8.28,0.0036,0.0062,14163,17672,91571,-41.94
SolDog,$DOGESUN,2023-06-15,addr262,0.0065,376543,26917,76961506,289020804,-3.5,0.0068,0.0018,12687,19799,93810,277.78
GiggleToken,$WOOFSOL,2023-07-10,addr870,0.0071,432096,49223,141816605,61966902,-0.2,0.0024,0.0003,9580,34247,84611,700.0
MemeFlare,$GIGGLE,2023-02-12,addr674,0.0044,314114,26311,141223684,159081210,-0.71,0.0143,0.0071,3874,45504,49606,101.41
LOLToken,$INUSPARK,2022-06-25,addr281,0.0067,122267,29508,87147442,128875789,-0.6,0.0144,0.0029,14141,44484,47814,396.55
MoonPug,$SOLDOG,2023-07-10,addr992,0.0072,492813,29458,197052262,153242837,-1.97,0.0199,0.0004,5196,40979,80824,4875.0
PepeMoon,$MOONWAG,2023-03-30,addr897,0.0048,401724,18060,91149652,71971716,8.26,0.0079,0.0057,7426,33792,45095,38.6
PepeSol,$JOKESOL,2023-07-10,addr178,0.0077,209707,18183,117857937,147360831,6.99,0.0042,0.0072,6207,25673,85029,-41.67
MoonWag,$SHIBALIGHT,2023-02-12,addr532,0.0087,71763,30918,161726097,93289461,0.62,0.0105,0.0014,6320,39269,31619,650.0
MemeFlare,$FLOKI,2021-04-05,addr852,0.0091,452440,24543,124108000,132353721,-4.66,0.0159,0.0067,8114,24654,19166,137.31
ChadCoin,$PUGINU,2022-08-15,addr301,0.0024,372722,13180,109611455,265792142,13.28,0.0081,0.0097,7821,35699,51471,-16.49
LOLToken,$FLOKI,2022-12-15,addr676,0.0048,264938,21391,85283787,195640576,-2.47,0.0103,0.0054,10876,46472,77576,90.74
ShibaSol,$JOKESOL,2022-12-25,addr677,0.01,372399,21575,61654894,287921676,2.54,0.018,0.0002,11360,10422,29469,8900.0
GiggleToken,$DOGESUN,2022-08-15,addr953,0.0012,193333,9730,160143712,65990852,14.13,0.0142,0.008,8360,12770,82046,77.5
ShibaSol,$JOKESOL,2023-08-01,addr981,0.0002,57304,45372,164134069,272672190,11.69,0.015,0.0098,13423,49331,33976,53.06
InuSpark,$SOLDOG,2023-03-14,addr924,0.0067,172886,7030,61040463,257513974,-5.69,0.0129,0.0018,4965,44873,55161,616.67
SolCheems,$SHIBA,2023-03-14,addr376,0.0073,240928,16873,107988364,143619178,-5.51,0.0013,0.0031,4041,35699,50075,-58.06
